name;ts;value
mio_cola;1562933400;-8421267.18367347
mio_cola;1562936340;-8421267.163265307
mio_cola;1562939280;-8421247.877551021
mio_cola;1562942220;-8421213.469387755
mio_cola;1562945160;-8421204.877551021
mio_cola;1562948100;-8421191.224489795
mio_cola;1562951040;-8421171.775510205
mio_cola;1562953980;-8421169.979166666
mio_cola;1562956920;-8421162.81632653
mio_cola;1562959860;-8421147.395833334
mio_cola;1562962800;-8421126.714285715
mio_cola;1562965740;-8421123.673469387
mio_cola;1562968680;-8421114.625
mio_cola;1562971620;-8421113.346938776
mio_cola;1562974560;-8421114.81632653
mio_cola;1562977500;-8421114.591836736
mio_cola;1562980440;-8421119.06122449
mio_cola;1562983380;-8421118.367346939
mio_cola;1562986320;-8421117.591836736
mio_cola;1562989260;-8421117.81632653
mio_cola;1562992200;-8421119.795918368
mio_cola;1562995140;-8421119.448979592
mio_cola;1562998080;-8421117.148936171
mio_cola;1563001020;-8421119.040816326
mio_cola;1563003960;-8421122.285714285
mio_cola;1563006900;-8421129.020833334
mio_cola;1563009840;-8421128.653061224
mio_cola;1563012780;-8421126.469387755
mio_cola;1563015720;-8421137.163265307
mio_cola;1563018660;-8421121.448979592
mio_cola;1563021600;-8421131.551020408
mio_cola;1563024540;-8421135.608695652
mio_cola;1563027480;-8421138.469387755
mio_cola;1563030420;-8421133.448979592
mio_cola;1563033360;-8421128.775510205
mio_cola;1563036300;-8421128.75510204
mio_cola;1563039240;-8421128.693877552
mio_cola;1563042180;-8421126.5
mio_cola;1563045120;-8421141.224489795
mio_cola;1563048060;-8421126.285714285
mio_cola;1563051000;-8421141.57142857
mio_cola;1563053940;-8421199.541666666
mio_cola;1563056880;-8421198.93877551
mio_cola;1563059820;-8421214.367346939
mio_cola;1563062760;-8421216.0
mio_cola;1563065700;-8421223.204081632
mio_cola;1563068640;-8421214.081632653
mio_cola;1563071580;-8421207.530612245
mio_cola;1563074520;-8421199.530612245
mio_cola;1563077460;-8421191.270833334
mio_cola;1563080400;-8421184.857142856
mio_cola;1563083340;-8421174.285714285
mio_cola;1563086280;-8421171.18367347
mio_cola;1563089220;-8421171.551020408
mio_cola;1563092160;-8421174.57142857
mio_cola;1563095100;-8421180.469387755
mio_cola;1563098040;-8421149.5625
mio_cola;1563100980;-8421168.163265307
mio_cola;1563103920;-8421171.448979592
mio_cola;1563106860;-8421177.632653061
mio_cola;1563109800;-8421190.040816326
mio_cola;1563112740;-8421197.306122448
mio_cola;1563115680;-8421206.06122449
mio_cola;1563118620;-8421205.653061224
mio_cola;1563121560;-8421138.918367347
mio_cola;1563124500;-8421129.877551021
mio_cola;1563127440;-8421110.191489361
mio_cola;1563130380;-8421113.510204082
mio_cola;1563133320;-8421093.836734693
mio_cola;1563136260;-8421092.282608695
mio_cola;1563139200;-8421164.458333334
mio_cola;1563142140;-8421196.466666667
mio_cola;1563145080;-8421214.734693877
mio_cola;1563148020;-8421232.93877551
mio_cola;1563150960;-8421242.040816326
mio_cola;1563153900;-8421249.102040816
mio_cola;1563156840;-8421249.75510204
mio_cola;1563159780;-8421254.489795918
mio_cola;1563162720;-8421257.102040816
mio_cola;1563165660;-8421258.204081632
mio_cola;1563168600;-8421260.408163264
mio_cola;1563171540;-8421251.673469387
mio_cola;1563174480;-8421250.469387755
mio_cola;1563177420;-8421241.448979592
mio_cola;1563180360;-8421230.918367347
mio_cola;1563183300;-8421212.367346939
mio_cola;1563186240;-8421243.612244898
mio_cola;1563189180;-8421263.612244898
mio_cola;1563192120;-8421279.959183674
mio_cola;1563195060;-8421287.877551021
mio_cola;1563198000;-8421267.42857143
mio_cola;1563200940;-8421323.42857143
mio_cola;1563203880;-8421317.06122449
mio_cola;1563206820;-8421302.877551021
mio_cola;1563209760;-8421201.653061224
mio_cola;1563212700;-8421201.612244898
mio_cola;1563215640;-8421238.224489795
mio_cola;1563218580;-8421209.489795918
mio_cola;1563221520;-8421243.653061224
mio_cola;1563224460;-8421277.75510204
mio_cola;1563227400;-8421306.458333334
mio_cola;1563230340;-8421331.387755102
mio_cola;1563233280;-8421354.877551021
mio_cola;1563236220;-8421362.18367347
mio_cola;1563239160;-8421370.734693877
mio_cola;1563242100;-8421374.877551021
mio_cola;1563245040;-8421379.06122449
mio_cola;1563247980;-8421378.204081632
mio_cola;1563250920;-8421375.714285715
mio_cola;1563253860;-8421371.265306123
mio_cola;1563256800;-8421372.346938776
mio_cola;1563259740;-8421295.5
mio_cola;1563262680;-8421280.148936171
mio_cola;1563265620;-8421292.040816326
mio_cola;1563268560;-8421301.24489796
mio_cola;1563271500;-8421288.75510204
mio_cola;1563274440;-8421284.551020408
mio_cola;1563277380;-8421280.857142856
mio_cola;1563280320;-8421292.06122449
mio_cola;1563283260;-8421297.93877551
mio_cola;1563286200;-8421311.040816326
mio_cola;1563289140;-8421340.795918368
mio_cola;1563292080;-8421364.265306123
mio_cola;1563295020;-8421379.510204082
mio_cola;1563297960;-8421385.81632653
mio_cola;1563300900;-8421390.591836736
mio_cola;1563303840;-8421414.5
mio_cola;1563306780;-7522589.735294118
mio_cola;1563309720;-7522600.204081632
mio_cola;1563312660;-7522644.25
mio_cola;1563315600;-7522620.530612245
mio_cola;1563318540;-7522626.9387755105
mio_cola;1563321480;-7522641.816326531
mio_cola;1563324420;-7522655.653061224
mio_cola;1563327360;-7522665.326530612
mio_cola;1563330300;-7522684.653061224
mio_cola;1563333240;-7522697.081632653
mio_cola;1563336180;-7522716.714285715
mio_cola;1563339120;-7522734.551020408
mio_cola;1563342060;-7522752.265306123
mio_cola;1563345000;-7522762.428571428
mio_cola;1563347940;-7522767.428571428
mio_cola;1563350880;-7522779.0612244895
mio_cola;1563353820;-7522796.8367346935
mio_cola;1563356760;-7522809.958333333
mio_cola;1563359700;-7522831.306122449
mio_cola;1563362640;-7522847.0
mio_cola;1563365580;-7522865.87755102
mio_cola;1563368520;-7522882.040816327
mio_cola;1563371460;-7522887.959183673
mio_cola;1563374400;-7522899.755102041
mio_cola;1563377340;-7522906.673469388
mio_cola;1563380280;-7522914.551020408
mio_cola;1563383220;-7522936.183673469
mio_cola;1563386160;-7522948.244897959
mio_cola;1563389100;-7522960.653061224
mio_cola;1563392040;-7522966.346938776
mio_cola;1563394980;-7522964.918367347
mio_cola;1563397920;-7522983.959183673
mio_cola;1563400860;-7523001.604166667
mio_cola;1563403800;-7523002.244897959
mio_cola;1563406740;-7523003.918367347
mio_cola;1563409680;-7523004.102040816
mio_cola;1563412620;-7523008.571428572
mio_cola;1563415560;-7523012.530612245
mio_cola;1563418500;-7523019.3877551025
mio_cola;1563421440;-7523021.571428572
mio_cola;1563424380;-7523028.632653061
mio_cola;1563427320;-7523032.3877551025
mio_cola;1563430260;-7523036.3877551025
mio_cola;1563433200;-7523043.408163265
mio_cola;1563436140;-7523039.693877551
mio_cola;1563439080;-7523036.12244898
mio_cola;1563442020;-7523029.354166667
mio_cola;1563444960;-7523028.625
mio_cola;1563447900;-7523026.734693877
mio_cola;1563450840;-7523033.530612245
mio_cola;1563453780;-7523032.326530612
mio_cola;1563456720;-7523032.87755102
mio_cola;1563459660;-7523038.6122448975
mio_cola;1563462600;-7523043.854166667
mio_cola;1563465540;-7523040.489795919
mio_cola;1563468480;-7523034.367346939
mio_cola;1563471420;-7523037.0
mio_cola;1563474360;-7523042.897959184
mio_cola;1563477300;-7523033.12244898
mio_cola;1563480240;-7523038.102040816
mio_cola;1563483180;-7523034.583333333
mio_cola;1563486120;-7523029.083333333
mio_cola;1563489060;-7523029.448979592
mio_cola;1563492000;-7523021.265306123
mio_cola;1563494940;-7523025.166666667
mio_cola;1563497880;-7523021.142857143
mio_cola;1563500820;-7523016.333333333
mio_cola;1563503760;-7523014.857142857
mio_cola;1563506700;-7523011.020833333
mio_cola;1563509640;-7523008.063829787
mio_cola;1563512580;-7523007.12244898
mio_cola;1563515520;-7523004.326530612
mio_cola;1563518460;-7523000.9387755105
mio_cola;1563521400;-7522996.653061224
mio_cola;1563524340;-7522990.183673469
mio_cola;1563527280;-7522987.520833333
mio_cola;1563530220;-7522982.125
mio_cola;1563533160;-7522973.208333333
mio_cola;1563536100;-7522967.346938776
mio_cola;1563539040;-7522967.142857143
mio_cola;1563541980;-7522956.87755102
mio_cola;1563544920;-7522951.285714285
mio_cola;1563547860;-7522937.285714285
mio_cola;1563550800;-7522925.3877551025
mio_cola;1563553740;-7522914.530612245
mio_cola;1563556680;-7522901.469387755
mio_cola;1563559620;-7522894.0612244895
mio_cola;1563562560;-7522888.591836735
mio_cola;1563565500;-7522887.6122448975
mio_cola;1563568440;-7522885.755102041
mio_cola;1563571380;-7522880.833333333
mio_cola;1563574320;-7522879.510204081
mio_cola;1563577260;-7522875.1632653065
mio_cola;1563580200;-7522865.083333333
mio_cola;1563583140;-7522859.734693877
mio_cola;1563586080;-7522857.244897959
mio_cola;1563589020;-7522845.958333333
mio_cola;1563591960;-7522846.1632653065
mio_cola;1563594900;-7522833.8367346935
mio_cola;1563597840;-7522830.734693877
mio_cola;1563600780;-7522829.6122448975
mio_cola;1563603720;-7522822.12244898
mio_cola;1563606660;-7522811.12244898
mio_cola;1563609600;-7522809.723404256
mio_cola;1563612540;-7522805.224489796
mio_cola;1563615480;-7522798.914893617
mio_cola;1563618420;-7522789.020408163
mio_cola;1563621360;-7522783.408163265
mio_cola;1563624300;-7522767.5
mio_cola;1563627240;-7522759.510204081
mio_cola;1563630180;-7522750.306122449
mio_cola;1563633120;-7522743.775510204
mio_cola;1563636060;-7522734.081632653
mio_cola;1563639000;-7522725.285714285
mio_cola;1563641940;-7522718.918367347
mio_cola;1563644880;-7522714.897959184
mio_cola;1563647820;-7522710.306122449
mio_cola;1563650760;-7522703.0
mio_cola;1563653700;-7522694.0
mio_cola;1563656640;-7522687.489795919
mio_cola;1563659580;-7522677.875
mio_cola;1563662520;-7522673.541666667
mio_cola;1563665460;-7522665.795918368
mio_cola;1563668400;-7522659.857142857
mio_cola;1563671340;-7522651.142857143
mio_cola;1563674280;-7522649.916666667
mio_cola;1563677220;-7522642.326530612
mio_cola;1563680160;-7522636.1632653065
mio_cola;1563683100;-7522635.551020408
mio_cola;1563686040;-7522626.244897959
mio_cola;1563688980;-7522625.204081632
mio_cola;1563691920;-7522620.102040816
mio_cola;1563694860;-7522620.020408163
mio_cola;1563697800;-7522620.9387755105
mio_cola;1563700740;-7522606.979166667
mio_cola;1563703680;-7522603.571428572
mio_cola;1563706620;-7522601.979591837
mio_cola;1563709560;-7522600.204081632
mio_cola;1563712500;-7522599.204081632
mio_cola;1563715440;-7522588.244897959
mio_cola;1563718380;-7522584.734693877
mio_cola;1563721320;-7522583.3877551025
mio_cola;1563724260;-7522574.183673469
mio_cola;1563727200;-7522568.632653061
mio_cola;1563730140;-7522567.897959184
mio_cola;1563733080;-7522563.3877551025
mio_cola;1563736020;-7522561.142857143
mio_cola;1563738960;-7522555.285714285
mio_cola;1563741900;-7522546.0
mio_cola;1563744840;-7522534.5625
mio_cola;1563747780;-7522533.244897959
mio_cola;1563750720;-7522527.285714285
mio_cola;1563753660;-7522522.510204081
mio_cola;1563756600;-7522527.229166667
mio_cola;1563759540;-7522526.755102041
mio_cola;1563762480;-7522520.897959184
mio_cola;1563765420;-7522514.653061224
mio_cola;1563768360;-7522508.265306123
mio_cola;1563771300;-7522499.9375
mio_cola;1563774240;-7522499.285714285
mio_cola;1563777180;-7522494.040816327
mio_cola;1563780120;-7522480.6122448975
mio_cola;1563783060;-7522478.4375
mio_cola;1563786000;-7522474.375
mio_cola;1563788940;-7522477.0
mio_cola;1563791880;-7522475.875
mio_cola;1563794820;-7522473.653061224
mio_cola;1563797760;-7522476.306122449
mio_cola;1563800700;-7522471.0
mio_cola;1563803640;-7522463.333333333
mio_cola;1563806580;-7522461.326530612
mio_cola;1563809520;-7522464.625
mio_cola;1563812460;-7522467.285714285
mio_cola;1563815400;-7522469.183673469
mio_cola;1563818340;-7522462.285714285
mio_cola;1563821280;-7522463.3877551025
mio_cola;1563824220;-7522457.020833333
mio_cola;1563827160;-7522444.645833333
mio_cola;1563830100;-7522434.166666667
mio_cola;1563833040;-7522430.428571428
mio_cola;1563835980;-7522422.571428572
mio_cola;1563838920;-7522418.959183673
mio_cola;1563841860;-7522414.428571428
mio_cola;1563844800;-7522410.9387755105
mio_cola;1563847740;-7522404.142857143
mio_cola;1563850680;-7522403.204081632
mio_cola;1563853620;-7522396.693877551
mio_cola;1563856560;-7522392.4375
mio_cola;1563859500;-7522387.204081632
mio_cola;1563862440;-7522381.224489796
mio_cola;1563865380;-7522379.87755102
mio_cola;1563868320;-7522379.408163265
mio_cola;1563871260;-7522376.479166667
mio_cola;1563874200;-7522370.361702127
mio_cola;1563877140;-7522365.87755102
mio_cola;1563880080;-7522361.102040816
mio_cola;1563883020;-7522357.285714285
mio_cola;1563885960;-7522348.0
mio_cola;1563888900;-7522340.224489796
mio_cola;1563891840;-7522334.857142857
mio_cola;1563894780;None
mio_cola;1563897720;-7522329.0
mio_cola;1563900660;-7522321.959183673
mio_cola;1563903600;-7522319.7272727275
mio_cola;1563906540;-7522316.127659574
mio_cola;1563909480;-7522310.530612245
mio_cola;1563912420;-7522298.530612245
mio_cola;1563915360;-7522282.979166667
mio_cola;1563918300;-7522273.895833333
mio_cola;1563921240;-7522263.857142857
mio_cola;1563924180;-7522254.3877551025
mio_cola;1563927120;-7522249.755102041
mio_cola;1563930060;-7522242.673469388
mio_cola;1563933000;-7522242.551020408
mio_cola;1563935940;-7522239.408163265
mio_cola;1563938880;-7522224.040816327
mio_cola;1563941820;-7522215.583333333
mio_cola;1563944760;-7522211.673469388
mio_cola;1563947700;-7522206.551020408
mio_cola;1563950640;-7522211.795918368
mio_cola;1563953580;-7522208.755102041
mio_cola;1563956520;-7522210.020408163
mio_cola;1563959460;-7522206.020408163
mio_cola;1563962400;-7522200.416666667
mio_cola;1563965340;-7522198.775510204
mio_cola;1563968280;-7055587.142857143
mio_cola;1563971220;-6349472.102040816
mio_cola;1563974160;-6349417.816326531
mio_cola;1563977100;-6349377.816326531
mio_cola;1563980040;-6349327.12244898
mio_cola;1563982980;-6349297.530612245
mio_cola;1563985920;-6349266.571428572
mio_cola;1563988860;-6349239.224489796
mio_cola;1563991800;-6349217.653061224
mio_cola;1563994740;-6349208.714285715
mio_cola;1563997680;-6349191.632653061
mio_cola;1564000620;-6349169.6875
mio_cola;1564003560;-6349149.959183673
mio_cola;1564006500;-6349129.346938776
mio_cola;1564009440;-6349110.734693877
mio_cola;1564012380;-6349087.775510204
mio_cola;1564015320;-6349068.142857143
mio_cola;1564018260;-6349046.367346939
mio_cola;1564021200;-6349020.3877551025
mio_cola;1564024140;-6348999.224489796
mio_cola;1564027080;-6348973.87755102
mio_cola;1564030020;-6348955.142857143
mio_cola;1564032960;-6348938.265306123
mio_cola;1564035900;-6348924.755102041
mio_cola;1564038840;-6348915.816326531
mio_cola;1564041780;-6348897.142857143
mio_cola;1564044720;-6348884.673469388
mio_cola;1564047660;-6348874.897959184
mio_cola;1564050600;-6348864.3877551025
mio_cola;1564053540;-6348852.1632653065
mio_cola;1564056480;-6348844.448979592
mio_cola;1564059420;-6348832.479166667
mio_cola;1564062360;-6348831.102040816
mio_cola;1564065300;-6348837.204081632
mio_cola;1564068240;-6348834.326530612
mio_cola;1564071180;-6348842.714285715
mio_cola;1564074120;-6348847.265306123
mio_cola;1564077060;-6348867.081632653
mio_cola;1564080000;-6348880.816326531
mio_cola;1564082940;-6348879.755102041
mio_cola;1564085880;-6348869.469387755
mio_cola;1564088820;-6348857.1632653065
mio_cola;1564091760;-6348850.224489796
mio_cola;1564094700;-6348834.775510204
mio_cola;1564097640;-6348829.897959184
mio_cola;1564100580;-6348807.8367346935
mio_cola;1564103520;-6348795.775510204
mio_cola;1564106460;-6348783.979591837
mio_cola;1564109400;-6348769.714285715
mio_cola;1564112340;-6348754.408163265
mio_cola;1564115280;-6348747.734693877
mio_cola;1564118220;-6348732.142857143
mio_cola;1564121160;-6348725.081632653
mio_cola;1564124100;-6348717.551020408
mio_cola;1564127040;-6348707.9387755105
mio_cola;1564129980;-6348697.8367346935
mio_cola;1564132920;-6348687.510638298
mio_cola;1564135860;-6348687.510204081
mio_cola;1564138800;-6348688.244897959
mio_cola;1564141740;-6348692.673469388
mio_cola;1564144680;-6348699.87755102
mio_cola;1564147620;-6348716.571428572
mio_cola;1564150560;-6348736.340425532
mio_cola;1564153500;-6348747.428571428
mio_cola;1564156440;-6348763.897959184
mio_cola;1564159380;-6348780.510204081
mio_cola;1564162320;-6348796.081632653
mio_cola;1564165260;-6348805.040816327
mio_cola;1564168200;-6348811.551020408
